	IsDog	Age	HasName	NameLength	NameFreq	MixColor	ColorFreqAsIs	ColorFreqBase	TabbyColor	MixBreed	Domestic	Shorthair	Longhair	Year	Month	Day	Hour	Breed_Chihuahua Shorthair Mix	Breed_Domestic Medium Hair Mix	Breed_Domestic Shorthair Mix	Breed_German Shepherd Mix	Breed_Labrador Retriever Mix	Breed_Pit Bull Mix	Breed_Rare	Sex_Female	Sex_Male	Sex_Unknown	SexStatus_Flawed	SexStatus_Intact	SexStatus_Unknown	Weekday_0	Weekday_1	Weekday_2	Weekday_3	Weekday_4	Weekday_5	Weekday_6
6700	0	730.0	0	7	0.2858714154772817	0	0.012413251276679324	0.009767946663910279	0	1	1	1	0	2015	5	14	12.4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
6701	0	180.0	1	4	0.0006808956396490769	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2013	11	12	11.166666666666666	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
6702	0	60.0	1	4	0.0007594605211470473	1	0.10587927196543145	0.4983720088893483	0	1	1	1	0	2014	8	30	12.233333333333333	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
6703	1	365.0	1	5	0.00065470734581642	1	0.029173759329579677	0.3744551828690544	0	1	0	0	0	2015	9	29	13.05	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
6704	1	365.0	0	7	0.2858714154772817	0	0.009087337959931911	0.1645218529812049	0	1	0	1	0	2014	6	16	8.05	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
6705	0	730.0	0	7	0.2858714154772817	1	0.03490899567893152	0.46362430444295144	1	1	1	1	0	2015	6	5	8.416666666666666	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
6706	1	365.0	0	7	0.2858714154772817	1	0.0329186853476496	0.46362430444295144	0	1	0	0	0	2014	2	22	14.366666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
6707	0	14.0	0	7	0.2858714154772817	1	0.020191174544978395	0.46362430444295144	0	1	1	1	0	2014	4	1	8.7	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
6708	1	730.0	0	7	0.2858714154772817	0	0.02383134738771769	0.07535273140730787	0	1	0	1	0	2015	4	25	11.866666666666667	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
6709	1	365.0	1	5	0.00013094146916328402	1	0.02474793767186068	0.4983720088893483	0	0	0	0	0	2015	11	10	9.7	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0
6710	0	90.0	1	8	7.85648814979704e-05	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2013	10	27	10.666666666666666	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
6711	1	2920.0	1	7	0.0001047531753306272	1	0.016341495351577844	0.3637914104088067	0	1	0	0	0	2015	6	23	12.866666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0
6712	1	210.0	1	6	7.85648814979704e-05	0	0.02794290951944481	0.022137233621031233	0	1	0	1	0	2016	1	3	14.983333333333333	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
6713	0	7.0	0	7	0.2858714154772817	1	0.03490899567893152	0.46362430444295144	1	1	1	1	0	2014	8	26	10.716666666666667	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
6714	0	90.0	1	4	7.85648814979704e-05	1	0.03490899567893152	0.46362430444295144	1	1	1	1	0	2014	7	13	14.266666666666667	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
6715	0	30.0	0	7	0.2858714154772817	0	0.01613198900091659	0.058418178372697985	1	1	1	0	1	2015	11	28	12.766666666666667	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0
6716	1	60.0	0	7	0.2858714154772817	1	0.017310462223386145	0.46362430444295144	0	0	0	0	0	2014	7	1	13.466666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0
6717	1	365.0	1	10	2.61882938326568e-05	1	0.10587927196543145	0.4983720088893483	0	1	0	0	0	2015	12	19	11.533333333333333	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0
6718	1	1095.0	1	10	2.61882938326568e-05	1	0.0329186853476496	0.46362430444295144	0	1	0	0	0	2015	7	8	10.8	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
6719	1	30.0	1	5	0.0001571297629959408	1	0.0329186853476496	0.46362430444295144	0	1	0	1	0	2015	7	26	15.466666666666667	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
6720	1	60.0	0	7	0.2858714154772817	0	0.08550477936362445	0.19926955742760177	0	0	0	0	0	2015	1	31	8.133333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
6721	1	240.0	1	4	0.00023569464449391123	1	0.025821657718999608	0.27462228883490963	0	0	0	0	0	2015	11	28	11.35	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
6722	0	7.0	0	7	0.2858714154772817	0	0.08550477936362445	0.19926955742760177	0	1	1	1	0	2014	7	20	7.316666666666666	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
6723	1	730.0	1	6	0.00130941469163284	1	0.10587927196543145	0.4983720088893483	0	0	0	0	0	2014	6	2	14.3	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
6724	0	90.0	1	6	7.85648814979704e-05	1	0.10587927196543145	0.4983720088893483	0	1	1	1	0	2015	12	23	10.716666666666667	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
6725	0	365.0	1	10	2.61882938326568e-05	0	0.08550477936362445	0.19926955742760177	0	1	1	1	0	2014	6	11	12.25	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
6726	1	210.0	1	6	0.0015712976299594081	1	0.029173759329579677	0.3744551828690544	0	1	0	0	1	2013	12	23	14.383333333333333	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0
6727	0	120.0	1	5	5.23765876653136e-05	0	0.08550477936362445	0.19926955742760177	0	1	1	0	1	2014	7	30	7.616666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
6728	0	21.0	0	7	0.2858714154772817	0	0.01613198900091659	0.058418178372697985	1	1	1	1	0	2015	7	15	13.216666666666667	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
6729	0	5.0	0	7	0.2858714154772817	0	0.01613198900091659	0.058418178372697985	1	1	1	1	0	2014	9	8	14.883333333333333	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
6730	1	730.0	0	7	0.2858714154772817	1	0.020191174544978395	0.46362430444295144	0	0	0	0	0	2015	1	8	15.416666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0
6731	1	730.0	1	6	2.61882938326568e-05	0	0.02343852298022784	0.1645218529812049	0	1	0	0	0	2014	6	17	13.716666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
6732	0	7.0	0	7	0.2858714154772817	0	0.031085504779363626	0.034713249608076216	1	1	1	1	0	2014	7	7	9.083333333333334	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
6733	1	60.0	0	7	0.2858714154772817	1	0.00023569464449391123	0.17242923837579893	0	1	0	0	0	2014	11	7	9.333333333333334	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
6734	0	120.0	0	7	0.2858714154772817	0	0.031085504779363626	0.034713249608076216	1	1	1	1	0	2015	9	15	15.7	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
6735	1	60.0	1	4	0.00036663611365719525	1	0.10587927196543145	0.4983720088893483	0	1	0	0	0	2016	1	30	21.0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0
6736	1	365.0	1	6	0.00065470734581642	1	0.012334686395181354	0.32316915602873536	0	0	0	1	0	2015	1	23	10.65	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
6737	0	300.0	1	4	0.00023569464449391123	0	0.017650910043210684	0.058418178372697985	0	1	0	0	0	2014	2	3	10.483333333333333	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0
6738	1	1460.0	0	7	0.2858714154772817	1	0.10587927196543145	0.4983720088893483	0	1	0	0	0	2013	12	21	7.533333333333333	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
6739	1	730.0	1	5	0.0007332722273143905	0	0.012308498101348698	0.02406670456698882	0	0	0	0	0	2015	12	20	13.816666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
6740	0	730.0	0	7	0.2858714154772817	0	0.0010737200471389288	0.009543990214825916	1	1	1	1	0	2014	6	21	5.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
6741	0	28.0	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2014	8	29	14.05	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
6742	0	60.0	1	6	0.00026188293832656804	1	0.02629304700798743	0.3575206298344445	0	1	1	1	0	2014	10	18	12.45	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
6743	0	60.0	0	7	0.2858714154772817	1	0.10587927196543145	0.4983720088893483	0	1	1	1	0	2015	7	19	15.3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
6744	0	60.0	1	4	0.0012308498101348698	0	0.02016498625114574	0.015125674022774649	0	1	1	1	0	2015	12	23	10.683333333333334	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
6745	0	30.0	1	5	0.0004975775828204793	0	0.0617781851512374	0.1645218529812049	1	1	1	0	0	2015	6	26	16.433333333333334	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
6746	1	60.0	1	4	0.0033521016105800706	0	0.012308498101348698	0.02406670456698882	0	1	0	0	0	2014	11	4	14.733333333333333	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
6747	0	60.0	1	5	0.0032735367290821003	1	0.0033782899044127275	0.31410753355039883	1	1	1	1	0	2014	5	26	8.633333333333333	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
6748	0	60.0	1	5	2.61882938326568e-05	1	0.008799266727772686	0.3575206298344445	1	1	1	1	0	2015	8	6	15.633333333333333	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
6749	0	60.0	1	5	0.0008904019903103313	0	0.01859368862118633	0.013816390166589143	0	1	1	1	0	2016	1	18	15.066666666666666	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
6750	1	1460.0	1	5	0.00034044781982453846	0	0.03490899567893152	0.2991024514617465	0	1	0	0	0	2015	1	24	14.766666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0
6751	0	60.0	1	5	0.00013094146916328402	1	0.03490899567893152	0.46362430444295144	1	0	1	1	0	2015	10	1	9.15	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0
6752	0	90.0	1	6	0.0001047531753306272	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2014	7	13	13.966666666666667	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
6753	1	30.0	0	7	0.2858714154772817	1	0.017310462223386145	0.46362430444295144	0	1	0	0	0	2014	4	3	9.35	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
6754	0	30.0	1	5	0.0008904019903103313	0	0.01613198900091659	0.058418178372697985	1	1	1	1	0	2014	6	20	11.066666666666666	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
6755	1	730.0	1	6	0.0009689668718083017	1	0.0048186460652088516	0.3575206298344445	0	1	0	0	0	2015	9	26	13.883333333333333	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0
6756	1	1825.0	1	4	0.001859368862118633	0	0.02794290951944481	0.022137233621031233	0	1	0	0	0	2014	2	6	14.733333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0
6757	0	60.0	0	7	0.2858714154772817	1	0.02629304700798743	0.3575206298344445	0	1	1	1	0	2015	6	9	14.616666666666667	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
6758	1	730.0	1	5	0.0007070839334817337	1	0.10587927196543145	0.4983720088893483	0	0	0	0	0	2014	9	29	11.6	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
6759	0	1825.0	1	6	0.0015189210422940946	1	0.0009427785779756449	0.3338157010698227	0	1	1	1	0	2015	8	27	9.9	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
6760	0	60.0	1	3	0.0015451093361267512	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	12	15	9.383333333333333	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
6761	0	60.0	1	8	0.00028807123215922483	1	0.008799266727772686	0.3575206298344445	1	1	1	1	0	2014	7	9	5.733333333333333	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
6762	1	730.0	1	4	2.61882938326568e-05	1	0.012334686395181354	0.32316915602873536	0	1	0	0	0	2015	12	2	8.35	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
6763	0	120.0	0	7	0.2858714154772817	0	0.08550477936362445	0.19926955742760177	0	1	1	1	0	2015	7	11	11.333333333333334	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
6764	1	60.0	0	7	0.2858714154772817	1	0.0329186853476496	0.46362430444295144	0	0	0	0	0	2015	6	28	10.05	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1
6765	1	730.0	1	4	7.85648814979704e-05	1	0.0329186853476496	0.46362430444295144	0	0	0	0	0	2015	12	21	15.816666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0
6766	1	365.0	1	4	0.0004190127013225088	1	0.012334686395181354	0.32316915602873536	0	1	0	0	0	2013	10	22	13.566666666666666	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0
6767	1	5840.0	1	5	0.00013094146916328402	0	0.03490899567893152	0.2991024514617465	0	0	0	0	0	2014	12	26	9.883333333333333	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0
6768	1	3650.0	1	5	0.0032735367290821003	1	0.10587927196543145	0.4983720088893483	0	0	0	0	0	2015	3	11	15.883333333333333	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
6769	1	1095.0	1	4	0.00013094146916328402	1	0.002645017677098337	0.4983720088893483	0	1	0	0	0	2014	12	3	14.65	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0
6770	1	30.0	0	7	0.2858714154772817	1	0.10587927196543145	0.4983720088893483	0	1	0	0	0	2015	8	2	9.866666666666667	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
6771	1	365.0	1	9	2.61882938326568e-05	0	0.02343852298022784	0.1645218529812049	0	1	0	0	0	2015	11	28	14.583333333333334	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
6772	0	60.0	1	5	0.0009689668718083017	1	0.03490899567893152	0.46362430444295144	1	1	1	1	0	2015	11	5	10.9	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
6773	0	21.0	0	7	0.2858714154772817	0	0.005342411941861988	0.004065670921839199	0	0	0	0	0	2015	5	17	12.1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
6774	1	1825.0	1	3	0.0003142595259918816	1	0.020191174544978395	0.46362430444295144	0	1	0	1	0	2014	9	26	3.8	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
6775	1	730.0	1	8	0.0001047531753306272	0	0.006782768102658112	0.007580064430547659	0	1	0	0	0	2014	12	28	9.966666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1
6776	0	180.0	1	4	0.00018331805682859762	0	0.017650910043210684	0.058418178372697985	0	1	1	1	0	2014	9	29	7.216666666666667	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
6777	0	60.0	0	7	0.2858714154772817	1	0.10587927196543145	0.4983720088893483	0	1	1	1	0	2015	5	25	10.85	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
6778	0	365.0	1	8	0.00034044781982453846	1	0.016472436820741128	0.3338157010698227	1	1	1	1	0	2015	5	13	8.9	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
6779	0	210.0	1	3	0.00018331805682859762	0	0.017650910043210684	0.058418178372697985	0	1	0	0	0	2013	12	22	8.933333333333334	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
6780	0	120.0	1	4	0.0003142595259918816	1	0.03490899567893152	0.46362430444295144	1	1	1	1	0	2013	12	14	14.35	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
6781	1	1095.0	1	3	0.0016498625114573786	0	0.02383134738771769	0.07535273140730787	0	1	0	0	0	2015	10	17	11.216666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0
6782	1	730.0	1	4	0.00018331805682859762	1	0.008406442320282833	0.3118679690595552	0	0	0	0	0	2015	2	22	11.833333333333334	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
6783	0	3650.0	0	7	0.2858714154772817	0	0.01613198900091659	0.058418178372697985	1	1	1	0	0	2014	2	1	9.316666666666666	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
6784	1	240.0	1	8	5.23765876653136e-05	1	0.10587927196543145	0.4983720088893483	0	1	0	0	0	2015	6	19	21.0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0
6785	0	90.0	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	12	22	16.466666666666665	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
6786	1	365.0	1	7	0.0042686918947230585	1	0.0003142595259918816	0.221406791048633	0	0	0	0	0	2014	12	24	12.25	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
6787	1	2555.0	1	8	2.61882938326568e-05	1	0.0006285190519837632	0.22333626199459058	0	1	0	0	0	2015	3	24	13.75	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
6788	1	150.0	1	6	0.00023569464449391123	1	0.012910828859499804	0.3637914104088067	0	0	0	0	0	2014	8	16	8.066666666666666	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
6789	1	365.0	1	7	2.61882938326568e-05	1	0.016341495351577844	0.3637914104088067	0	1	0	0	0	2014	1	15	12.95	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
6790	0	730.0	0	7	0.2858714154772817	0	0.01613198900091659	0.058418178372697985	1	1	1	1	0	2015	3	12	6.0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
6791	0	365.0	1	12	2.61882938326568e-05	0	0.017650910043210684	0.058418178372697985	0	1	1	1	0	2014	9	4	13.033333333333333	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
6792	0	365.0	0	7	0.2858714154772817	0	0.08550477936362445	0.19926955742760177	0	1	1	1	0	2015	3	18	6.0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
6793	1	90.0	0	7	0.2858714154772817	0	0.009087337959931911	0.1645218529812049	0	1	0	0	0	2015	3	25	12.95	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0
6794	0	60.0	1	5	5.23765876653136e-05	0	0.02016498625114574	0.015125674022774649	0	1	1	1	0	2015	6	15	12.65	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
6795	0	90.0	1	8	2.61882938326568e-05	1	0.03490899567893152	0.46362430444295144	1	1	1	1	0	2014	11	13	15.1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
6796	0	2920.0	1	11	2.61882938326568e-05	1	0.03490899567893152	0.46362430444295144	1	1	1	1	0	2014	6	14	11.316666666666666	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
6797	0	1095.0	1	5	0.00026188293832656804	1	0.02629304700798743	0.3575206298344445	0	1	1	1	0	2014	5	5	8.516666666666667	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
6798	0	60.0	1	4	0.0001571297629959408	0	0.08550477936362445	0.19926955742760177	0	1	1	1	0	2015	9	8	15.166666666666666	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
6799	0	3.0	0	7	0.2858714154772817	0	0.08550477936362445	0.19926955742760177	0	1	1	1	0	2015	5	31	14.2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
6800	0	60.0	1	8	7.85648814979704e-05	0	0.008092182794290952	0.015005082088652298	1	1	1	0	0	2015	7	8	6.433333333333334	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
6801	1	4015.0	1	6	0.00044520099515516566	0	0.02383134738771769	0.07535273140730787	0	0	0	0	0	2014	11	22	8.533333333333333	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0
6802	1	270.0	1	5	5.23765876653136e-05	1	0.012910828859499804	0.3637914104088067	0	1	0	0	0	2015	6	19	9.566666666666666	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
6803	1	90.0	1	5	0.0010213434594736153	1	0.0329186853476496	0.46362430444295144	0	0	0	0	0	2016	1	10	11.0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1
6804	0	90.0	1	5	0.00036663611365719525	1	0.016472436820741128	0.3338157010698227	1	1	1	1	0	2013	10	29	14.783333333333333	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
6805	0	2555.0	1	6	0.0001571297629959408	0	0.02016498625114574	0.015125674022774649	0	1	1	0	1	2013	10	12	15.316666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0
6806	0	1460.0	1	5	7.85648814979704e-05	0	0.0030902186722535025	0.009543990214825916	0	1	1	0	1	2014	1	17	14.316666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0
6807	1	365.0	1	5	7.85648814979704e-05	1	0.10587927196543145	0.4983720088893483	0	1	0	0	0	2015	8	21	21.0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0
6808	1	60.0	1	5	0.0009689668718083017	1	0.016341495351577844	0.3637914104088067	0	0	0	1	0	2016	1	8	15.966666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0
6809	0	1460.0	0	7	0.2858714154772817	0	0.02016498625114574	0.015125674022774649	0	1	1	1	0	2015	5	26	6.0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
6810	1	1825.0	1	7	0.0007070839334817337	0	0.02794290951944481	0.022137233621031233	0	1	0	0	0	2015	11	22	16.333333333333332	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1
6811	1	60.0	0	7	0.2858714154772817	1	0.10587927196543145	0.4983720088893483	0	0	0	0	0	2014	7	15	13.983333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
6812	1	30.0	1	5	0.00018331805682859762	1	0.0329186853476496	0.46362430444295144	0	1	0	1	0	2014	2	21	6.233333333333333	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
6813	0	3285.0	1	6	2.61882938326568e-05	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2014	9	23	5.633333333333333	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
6814	0	60.0	1	10	2.61882938326568e-05	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	7	5	14.8	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
6815	1	3650.0	1	4	0.0002095063506612544	1	0.029173759329579677	0.3744551828690544	0	1	0	0	0	2016	2	12	7.7	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0
6816	1	30.0	0	7	0.2858714154772817	0	0.02343852298022784	0.1645218529812049	0	1	0	0	0	2014	5	23	12.4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
6817	1	1095.0	1	4	0.0001047531753306272	1	0.10587927196543145	0.4983720088893483	0	0	0	0	0	2015	3	10	4.616666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
6818	0	30.0	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2014	6	29	14.85	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
6819	1	7.0	0	7	0.2858714154772817	1	0.012910828859499804	0.3637914104088067	0	1	0	0	0	2014	9	1	7.783333333333333	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
6820	0	60.0	1	7	0.0001047531753306272	0	0.01859368862118633	0.013816390166589143	0	1	1	0	0	2013	10	7	7.8	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
6821	0	730.0	0	7	0.2858714154772817	0	0.01859368862118633	0.013816390166589143	0	1	1	0	0	2015	3	29	6.0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
6822	0	60.0	1	5	0.00018331805682859762	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	8	17	9.733333333333333	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
6823	0	21.0	0	7	0.2858714154772817	0	0.031085504779363626	0.034713249608076216	1	1	1	1	0	2015	5	29	15.883333333333333	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
6824	0	180.0	0	7	0.2858714154772817	0	0.08550477936362445	0.19926955742760177	0	1	1	0	0	2015	10	4	6.0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
6825	1	3650.0	1	4	0.0002095063506612544	1	0.02474793767186068	0.4983720088893483	0	1	0	1	0	2015	2	19	12.85	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
6826	1	4745.0	0	7	0.2858714154772817	0	0.02343852298022784	0.1645218529812049	0	1	0	1	0	2015	6	17	13.866666666666667	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
6827	0	7.0	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	10	20	14.25	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
