IsDog	Age	HasName	NameLength	NameFreq	MixColor	ColorFreqAsIs	ColorFreqBase	TabbyColor	MixBreed	Domestic	Shorthair	Longhair	Year	Month	Day	Hour	Breed_Chihuahua Shorthair Mix	Breed_Domestic Medium Hair Mix	Breed_Domestic Shorthair Mix	Breed_German Shepherd Mix	Breed_Labrador Retriever Mix	Breed_Pit Bull Mix	Breed_Rare	Sex_Female	Sex_Male	Sex_Unknown	SexStatus_Flawed	SexStatus_Intact	SexStatus_Unknown	Weekday_0	Weekday_1	Weekday_2	Weekday_3	Weekday_4	Weekday_5	Weekday_6	target
0	30.0	0	7	0.2858714154772817	1	0.0349089956789315	0.4636243044429514	1	0	1	0	1	2014	6	11	14.15	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	Adoption
0	60.0	1	8	0.0003142595259918	1	0.0349089956789315	0.4636243044429514	1	1	1	1	0	2015	7	2	15.883333333333333	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	Adoption
1	730.0	1	5	0.0004713892889878	0	0.0349089956789315	0.2991024514617465	0	1	0	1	0	2013	10	10	10.716666666666669	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	Transfer
1	1825.0	1	5	0.0010737200471389	0	0.0090873379599319	0.1645218529812049	0	1	0	0	0	2014	6	3	9.933333333333334	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	Adoption
0	4.0	0	7	0.2858714154772817	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2014	7	18	12.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	Transfer
1	730.0	1	6	0.0004713892889878	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2014	6	6	10.066666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	Return_to_owner
1	1460.0	1	5	0.0007856488149797	1	0.0247479376718606	0.4983720088893483	0	1	0	0	0	2013	10	23	6.466666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	Adoption
1	1095.0	1	4	0.0010737200471389	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2013	11	4	12.45	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	Transfer
0	21.0	0	7	0.2858714154772817	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2014	4	26	9.683333333333334	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	Euthanasia
1	730.0	1	5	0.0002356946444939	1	0.0247479376718606	0.4983720088893483	0	1	0	0	0	2014	4	9	11.45	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	Return_to_owner
1	150.0	1	4	0.0007332722273143	1	0.0145868796647898	0.3744551828690544	0	1	0	0	0	2014	8	31	9.233333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Transfer
1	730.0	1	6	2.61882938326568e-05	0	0.0349089956789315	0.2991024514617465	0	1	0	0	0	2015	9	27	9.15	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
0	730.0	1	8	0.0004190127013225	1	0.0087992667277726	0.3575206298344445	1	1	1	1	0	2014	10	24	10.816666666666666	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	Transfer
1	365.0	1	6	0.0017022390991226	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2015	12	12	13.383333333333333	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	60.0	1	5	0.0002095063506612	0	0.0067827681026581	0.0075800644305476	0	1	0	0	0	2015	9	30	12.15	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	Return_to_owner
0	120.0	0	7	0.2858714154772817	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2014	10	2	5.0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	Transfer
0	28.0	0	7	0.2858714154772817	1	0.0349089956789315	0.4636243044429514	1	1	1	1	0	2014	6	19	12.516666666666667	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	Transfer
0	21.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2015	5	9	11.7	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	Transfer
0	90.0	1	6	2.61882938326568e-05	0	0.0124132512766793	0.0097679466639102	0	1	1	0	0	2013	11	23	8.716666666666667	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	365.0	1	5	0.000759460521147	1	0.0021212518004452	0.3231691560287353	0	1	0	0	0	2015	12	12	14.883333333333333	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	Return_to_owner
0	365.0	0	7	0.2858714154772817	1	0.0349089956789315	0.4636243044429514	1	1	1	0	0	2014	3	22	9.5	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	1460.0	1	6	0.0013356029854654	1	0.0329186853476496	0.4636243044429514	0	1	0	1	0	2014	1	22	11.4	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	Adoption
1	365.0	1	4	0.0001571297629959	1	0.0024878879141023	0.2233362619945905	0	1	0	0	0	2014	12	30	15.85	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	Return_to_owner
1	2555.0	1	5	0.0002356946444939	1	0.0173104622233861	0.4636243044429514	0	0	0	0	0	2015	4	25	11.633333333333333	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	Return_to_owner
0	3650.0	1	7	5.23765876653136e-05	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2014	2	14	10.45	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	Adoption
1	365.0	1	6	2.61882938326568e-05	1	0.0247479376718606	0.4983720088893483	0	1	0	1	0	2013	10	6	11.1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	1095.0	1	8	0.0011260966348042	1	0.0018331805682859	0.3062690578324461	0	1	0	0	0	2015	9	21	9.65	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	Transfer
1	365.0	1	5	2.61882938326568e-05	1	0.0084064423202828	0.3118679690595552	0	1	0	0	0	2014	12	27	9.5	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	Adoption
0	60.0	1	7	5.23765876653136e-05	1	0.0087992667277726	0.3575206298344445	1	1	1	0	0	2015	6	26	15.466666666666669	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Adoption
1	150.0	1	7	0.0003142595259918	0	0.0090873379599319	0.1645218529812049	0	1	0	0	0	2016	1	22	11.033333333333331	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	Adoption
1	150.0	1	8	2.61882938326568e-05	0	0.0234385229802278	0.1645218529812049	0	1	0	1	0	2015	11	27	14.2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Adoption
1	365.0	1	3	0.0001047531753306	1	0.0173104622233861	0.4636243044429514	0	1	0	0	0	2014	10	21	12.116666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	Adoption
1	150.0	1	6	0.0001047531753306	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2015	10	23	12.016666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Adoption
1	210.0	1	4	0.0005761424643184	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2014	8	11	14.5	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	Adoption
0	21.0	0	7	0.2858714154772817	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	7	4	9.166666666666666	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	Euthanasia
0	3650.0	1	7	0.0001571297629959	0	0.0066780149273274	0.0048236773648939	0	1	0	0	0	2014	2	2	13.133333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Return_to_owner
0	28.0	0	7	0.2858714154772817	0	0.0080921827942909	0.0150050820886522	1	1	1	1	0	2014	9	4	13.1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	Transfer
1	365.0	1	7	7.85648814979704e-05	1	0.0291737593295796	0.3744551828690544	0	1	0	1	0	2014	5	28	12.983333333333333	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	Transfer
0	120.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2014	7	13	10.25	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	14.0	0	7	0.2858714154772817	0	0.0279429095194448	0.0221372336210312	0	0	0	0	0	2015	5	9	8.95	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	Transfer
0	21.0	0	7	0.2858714154772817	0	0.0161319890009165	0.0584181783726979	1	1	1	1	0	2014	4	25	11.816666666666666	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	Transfer
0	1825.0	0	7	0.2858714154772817	1	0.0262930470079874	0.3575206298344445	0	1	1	0	1	2014	1	5	6.683333333333334	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	Euthanasia
0	210.0	0	7	0.2858714154772817	1	0.0349089956789315	0.4636243044429514	1	1	1	1	0	2014	1	19	12.216666666666669	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	Transfer
0	2190.0	0	7	0.2858714154772817	0	0.0185936886211863	0.0138163901665891	0	1	1	1	0	2014	10	4	5.0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	30.0	1	5	0.0021736283881105	0	0.0238313473877176	0.0753527314073078	0	0	0	0	0	2013	12	22	13.333333333333334	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	1095.0	1	5	2.61882938326568e-05	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2015	11	8	15.183333333333334	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Return_to_owner
0	1460.0	1	6	0.0013356029854654	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2014	12	21	15.666666666666666	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
0	365.0	1	3	0.0045567631268822	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	4	2	12.133333333333333	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	Return_to_owner
0	730.0	0	7	0.2858714154772817	0	0.0161319890009165	0.0584181783726979	1	1	1	1	0	2016	1	8	16.233333333333334	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Transfer
1	60.0	1	5	0.0003404478198245	0	0.0238313473877176	0.0753527314073078	0	0	0	0	0	2015	9	27	10.3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	365.0	1	6	0.0001309414691632	1	0.0021212518004452	0.3231691560287353	0	0	0	0	0	2015	2	22	8.683333333333334	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Transfer
0	7.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2014	9	9	13.366666666666667	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	Transfer
1	1095.0	1	9	0.0002880712321592	1	0.0129108288594998	0.3637914104088067	0	1	0	0	0	2014	5	6	7.25	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	Transfer
0	30.0	1	5	0.0001309414691632	1	0.0262930470079874	0.3575206298344445	0	1	1	1	0	2014	9	21	8.683333333333334	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	1825.0	1	6	5.23765876653136e-05	1	0.0173104622233861	0.4636243044429514	0	1	0	0	0	2015	9	16	10.066666666666666	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	Euthanasia
1	120.0	0	7	0.2858714154772817	1	0.0262930470079874	0.3575206298344445	0	1	0	0	0	2015	5	17	15.433333333333334	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	Transfer
1	1460.0	1	5	5.23765876653136e-05	1	0.0201911745449783	0.4636243044429514	0	0	0	0	0	2014	5	1	7.483333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	Return_to_owner
1	3650.0	1	3	0.0015451093361267	0	0.0234385229802278	0.1645218529812049	0	1	0	0	0	2016	1	18	16.633333333333333	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	Adoption
0	14.0	0	7	0.2858714154772817	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2014	9	30	11.8	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	Transfer
1	365.0	1	6	2.61882938326568e-05	1	0.0247479376718606	0.4983720088893483	0	1	0	1	0	2015	9	20	10.35	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	2920.0	1	5	0.0008904019903103	1	0.0201911745449783	0.4636243044429514	0	1	0	0	1	2013	11	29	12.133333333333333	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Transfer
0	4380.0	1	8	2.61882938326568e-05	0	0.0161319890009165	0.0584181783726979	1	1	1	1	0	2015	10	21	10.733333333333333	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	Transfer
0	14.0	0	7	0.2858714154772817	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2015	5	17	11.916666666666666	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	Transfer
0	30.0	1	7	2.61882938326568e-05	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	11	2	14.583333333333334	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	Transfer
1	1460.0	1	3	0.0008904019903103	1	0.0262930470079874	0.3575206298344445	0	1	0	0	0	2014	9	7	12.033333333333331	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	300.0	0	7	0.2858714154772817	1	0.0258216577189996	0.2746222888349096	0	1	0	0	0	2014	9	10	13.266666666666667	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	Adoption
0	730.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	0	1	2015	3	26	12.933333333333334	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	Died
0	93.109375	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2016	2	16	15.916666666666666	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	Transfer
1	365.0	1	4	0.0020164986251145	1	0.0262930470079874	0.3575206298344445	0	1	0	0	0	2014	10	19	13.7	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	1095.0	1	5	0.0002095063506612	0	0.0072017808039806	0.0071666063706996	0	0	0	0	0	2014	9	26	10.25	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Return_to_owner
0	365.0	1	4	2.61882938326568e-05	1	0.0349089956789315	0.4636243044429514	1	1	1	1	0	2014	7	15	15.833333333333334	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	Euthanasia
0	30.0	0	7	0.2858714154772817	0	0.0066780149273274	0.0048236773648939	0	1	0	0	0	2014	9	20	4.7	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	1825.0	1	5	5.23765876653136e-05	1	0.0173104622233861	0.4636243044429514	0	1	0	0	0	2015	6	3	11.916666666666666	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	Euthanasia
0	3650.0	1	5	0.0002618829383265	0	0.0617781851512374	0.1645218529812049	1	1	0	0	0	2014	6	3	8.5	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Adoption
1	1460.0	1	6	0.0003142595259918	1	0.0262930470079874	0.3575206298344445	0	1	0	0	0	2013	10	5	10.566666666666666	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	Euthanasia
0	3285.0	1	1	7.85648814979704e-05	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2014	1	25	7.366666666666666	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	730.0	1	8	5.23765876653136e-05	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2014	9	11	9.533333333333331	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	Adoption
1	3650.0	1	4	0.0014927327484614	1	0.0163414953515778	0.3637914104088067	0	0	0	0	0	2015	2	7	8.166666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	Transfer
0	30.0	1	5	0.0001047531753306	0	0.0176509100432106	0.0584181783726979	0	1	1	1	0	2014	3	28	7.733333333333333	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	Transfer
1	1460.0	1	4	0.0010737200471389	0	0.0238313473877176	0.0753527314073078	0	0	0	0	0	2015	9	19	12.866666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	1095.0	1	9	0.0002356946444939	1	0.0291737593295796	0.3744551828690544	0	1	0	0	0	2015	4	1	13.066666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	Return_to_owner
1	180.0	1	5	0.0004713892889878	1	0.0329186853476496	0.4636243044429514	0	0	0	0	0	2013	11	15	10.916666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Transfer
1	60.0	1	4	0.0001833180568285	0	0.0238313473877176	0.0753527314073078	0	1	0	0	0	2013	12	21	11.9	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	4380.0	1	5	5.23765876653136e-05	1	0.0129108288594998	0.3637914104088067	0	1	0	0	0	2015	4	21	10.15	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	Return_to_owner
1	3285.0	1	5	0.0010737200471389	1	0.0258216577189996	0.2746222888349096	0	0	0	0	0	2015	9	6	15.216666666666669	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Return_to_owner
1	330.0	1	4	0.0005761424643184	0	0.0349089956789315	0.2991024514617465	0	1	0	0	0	2013	11	13	13.6	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	Adoption
0	365.0	1	5	0.0014927327484614	0	0.0349089956789315	0.2991024514617465	0	1	0	0	0	2015	11	2	9.483333333333333	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	Euthanasia
0	1825.0	1	5	0.0013356029854654	1	0.0164724368207411	0.3338157010698227	1	1	1	1	0	2013	11	4	8.2	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	Return_to_owner
1	4380.0	1	5	0.0001309414691632	0	0.0030902186722535	0.0095439902148259	0	1	0	0	0	2014	7	20	9.633333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Return_to_owner
0	60.0	1	5	0.0001047531753306	0	0.0617781851512374	0.1645218529812049	1	1	0	0	0	2014	5	20	13.55	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Adoption
0	365.0	0	7	0.2858714154772817	0	0.0161319890009165	0.0584181783726979	1	1	1	1	0	2014	3	23	12.3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	Euthanasia
1	730.0	1	5	0.000759460521147	1	0.0021212518004452	0.3231691560287353	0	1	0	0	0	2016	2	5	11.616666666666667	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Return_to_owner
0	150.0	0	7	0.2858714154772817	1	0.0164724368207411	0.3338157010698227	1	1	1	1	0	2014	8	21	5.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	Transfer
0	28.0	0	7	0.2858714154772817	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2015	4	18	11.366666666666667	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	Died
0	2190.0	1	3	7.85648814979704e-05	0	0.0617781851512374	0.1645218529812049	1	1	0	0	0	2014	1	16	9.816666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	Return_to_owner
1	730.0	1	5	0.0010737200471389	1	0.0163414953515778	0.3637914104088067	0	1	0	0	0	2014	10	30	13.583333333333334	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	Return_to_owner
0	14.0	0	7	0.2858714154772817	1	0.0247479376718606	0.4983720088893483	0	1	1	1	0	2015	8	7	11.316666666666666	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	Transfer
1	60.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	0	0	0	2016	1	2	9.15	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	Transfer
1	730.0	0	7	0.2858714154772817	1	0.0329186853476496	0.4636243044429514	0	1	0	0	0	2015	12	30	9.716666666666669	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	Euthanasia
1	365.0	1	5	0.0001309414691632	1	0.0201911745449783	0.4636243044429514	0	1	0	1	0	2015	10	10	10.916666666666666	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	Transfer
0	2190.0	1	5	0.0001047531753306	0	0.0617781851512374	0.1645218529812049	1	1	1	1	0	2013	10	27	14.366666666666667	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	Euthanasia
1	2920.0	1	6	0.0012046615163022	0	0.0072017808039806	0.0071666063706996	0	1	0	0	0	2014	11	24	14.45	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	Return_to_owner
0	14.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	1	0	2015	7	19	11.416666666666666	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	Transfer
1	730.0	1	7	2.61882938326568e-05	1	0.0247479376718606	0.4983720088893483	0	0	0	0	0	2015	1	2	13.95	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Adoption
1	1095.0	1	5	0.0001833180568285	1	0.000759460521147	0.3231691560287353	0	1	0	0	0	2014	1	23	7.266666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	Return_to_owner
0	30.0	1	6	7.85648814979704e-05	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2014	6	9	11.8	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	Transfer
1	60.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	0	0	0	0	2014	1	4	13.966666666666669	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	365.0	1	6	0.0001047531753306	1	0.0201911745449783	0.4636243044429514	0	1	0	0	0	2014	9	28	12.416666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	365.0	1	4	0.0010475317533062	0	0.0279429095194448	0.0221372336210312	0	0	0	0	0	2015	1	19	14.1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	Adoption
1	730.0	1	4	0.0015712976299594	1	0.0201911745449783	0.4636243044429514	0	0	0	0	0	2015	5	31	15.883333333333333	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	90.0	1	7	0.0003928244074898	1	0.0145868796647898	0.3744551828690544	0	1	0	0	0	2014	10	30	8.316666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	Adoption
0	1460.0	1	8	0.000838025402645	0	0.0855047793636244	0.1992695574276017	0	1	1	1	0	2015	7	17	11.3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	Transfer
0	365.0	1	4	0.0002618829383265	0	0.0161319890009165	0.0584181783726979	1	1	1	1	0	2015	3	28	12.75	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	Adoption
1	300.0	1	7	5.23765876653136e-05	0	0.0279429095194448	0.0221372336210312	0	1	0	0	0	2013	10	25	12.916666666666666	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Return_to_owner
1	1825.0	1	5	2.61882938326568e-05	0	0.0855047793636244	0.1992695574276017	0	1	0	1	0	2013	10	25	10.85	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	Return_to_owner
0	730.0	0	7	0.2858714154772817	1	0.1058792719654314	0.4983720088893483	0	1	1	0	0	2014	7	16	5.0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	Transfer
0	730.0	1	6	5.23765876653136e-05	0	0.0617781851512374	0.1645218529812049	1	1	1	0	0	2015	6	15	12.633333333333333	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	Transfer
0	90.0	1	9	5.23765876653136e-05	1	0.0164724368207411	0.3338157010698227	1	1	1	1	0	2013	11	18	13.483333333333333	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	Adoption
0	30.0	1	5	5.23765876653136e-05	1	0.0087992667277726	0.3575206298344445	1	1	1	1	0	2014	12	23	8.266666666666667	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	Adoption
0	730.0	0	7	0.2858714154772817	0	0.0349089956789315	0.2991024514617465	0	1	1	1	0	2015	5	19	12.516666666666667	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	Euthanasia
1	2920.0	1	4	5.23765876653136e-05	0	0.0018069922744533	0.0019466983651179	0	0	0	1	0	2015	11	4	21.0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	Transfer
1	730.0	1	5	2.61882938326568e-05	1	0.0329186853476496	0.4636243044429514	0	1	0	0	1	2015	11	16	10.566666666666666	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	Transfer
0	90.0	1	5	0.0001309414691632	0	0.0310855047793636	0.0347132496080762	1	1	1	1	0	2014	9	7	14.5	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	Adoption
1	4380.0	1	5	0.0038758674872332	0	0.0030902186722535	0.0095439902148259	0	1	0	0	0	2015	8	30	12.016666666666667	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	Return_to_owner
0	6.0	0	7	0.2858714154772817	1	0.0037449260180699	0.4636243044429514	1	1	1	1	0	2015	6	24	8.716666666666667	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	Transfer
